chr4	1200662	1217662	other
chrX	21907215	21907315	other
chrX	22260554	22260654	other
chrX	22281172	22281192	other
chrX	22282923	22314923	other
chrX	22317804	22349804	other
chrX	22354228	22354328	other
chrX	23020991	23021091	other
chrX	23321165	23321265	other
chrX	23356567	23358067	other
chrX	23473918	23474018	other
chrY	1490	8990	other
chrY	22086	22186	other
chrY	22547	22647	other
chrY	83124	83224	other
chrY	87411	87911	other
chrY	88684	88784	other
chrY	110667	110967	other
chrY	124109	124209	other
chrY	137254	137354	other
chrY	137530	137630	other
chrY	138584	146084	other
chrY	148890	148990	other
chrY	200877	203437	other
chrY	234471	234521	other
chrY	240352	240852	other
chrY	242135	242635	other
chrY	260151	260251	other
chrY	285127	285227	other
chrY	350133	350233	other
chrY	352081	352781	other
chrY	353242	353342	other
chrY	473565	473665	other
chrY	497185	497285	other
chrY	509883	509983	other
chrY	522151	530151	other
chrY	531415	535415	other
chrY	557868	557968	other
chrY	561910	562010	other
chrY	564137	564237	other
chrY	564811	572811	other
chrY	573757	581757	other
chrY	582268	582368	other
chrY	629765	629865	other
chrY	631005	633005	other
chrY	641403	648403	other
chrY	650390	650490	other
chrY	652830	652930	other
chrY	656009	656109	other
chrY	671898	671998	other
chrY	846040	846140	other
chrY	846883	846983	other
chrY	847717	847817	other
chrY	848447	848547	other
chrY	849455	849555	other
chrY	850620	850720	other
chrY	851478	851578	other
chrY	852533	852633	other
chrY	853437	853537	other
chrY	855983	856083	other
chrY	856797	856897	other
chrY	857952	858052	other
chrY	858779	858879	other
chrY	859570	859670	other
chrY	861325	861425	other
chrY	862598	862698	other
chrY	866737	866837	other
chrY	868643	868743	other
chrY	869791	869891	other
chrY	872579	872679	other
chrY	873940	874040	other
chrY	875069	875169	other
chrY	877729	877829	other
chrY	879601	879701	other
chrY	880964	881064	other
chrY	882111	882211	other
chrY	883396	883496	other
chrY	886869	886969	other
chrY	888001	888101	other
chrY	889656	889756	other
chrY	895558	895658	other
chrY	897841	897941	other
chrY	899771	899871	other
chrY	902012	902112	other
chrY	904758	904858	other
chrY	907587	907687	other
chrY	908814	908914	other
chrY	912439	912539	other
chrY	914301	914401	other
chrY	916337	916437	other
chrY	918354	918454	other
chrY	922041	922141	other
chrY	924135	924235	other
chrY	925588	925688	other
chrY	927554	927654	other
chrY	929368	929468	other
chrY	931732	931832	other
chrY	933309	933409	other
chrY	936588	936688	other
chrY	939566	939666	other
chrY	942020	942120	other
chrY	943392	943492	other
chrY	945145	945245	other
chrY	946300	946400	other
chrY	947403	947503	other
chrY	948654	948754	other
chrY	951072	951172	other
chrY	952498	952598	other
chrY	955434	955534	other
chrY	958063	958163	other
chrY	959383	959483	other
chrY	960542	968542	other
chrY	970063	970563	other
chrY	971301	971401	other
chrY	973757	973857	other
chrY	976078	976178	other
chrY	977521	977621	other
chrY	979429	979529	other
chrY	980897	980997	other
chrY	983135	983235	other
chrY	986927	987027	other
chrY	988093	988193	other
chrY	992262	992362	other
chrY	995840	995940	other
chrY	998682	998782	other
chrY	1004639	1004739	other
chrY	1009359	1009459	other
chrY	1014100	1014200	other
chrY	1019730	1019830	other
chrY	1029671	1029771	other
chrY	1032946	1033046	other
chrY	1035716	1035816	other
chrY	1039082	1039182	other
chrY	1042549	1050549	other
chrY	1053927	1054027	other
chrY	1164724	1165724	other
chrY	1215120	1215220	other
chrY	1322854	1332854	other
chrY	1416803	1416903	other
chrY	1457079	1457179	other
chrY	1635807	1635907	other
chrY	1638203	1638303	other
chrY	1642583	1642683	other
chrY	1643213	1651213	other
chrY	1651664	1651764	other
chrY	1655357	1655457	other
chrY	1657658	1657758	other
chrY	1664050	1664150	other
chrY	1665409	1665509	other
chrY	1667574	1667674	other
chrY	1747133	1747233	other
chrY	1748407	1748507	other
chrY	1749730	1749830	other
chrY	1751361	1751461	other
chrY	1810720	1810820	other
chrY	1987425	1987475	other
chrY	2004934	2005034	other
chrY	2086956	2087056	other
chrY	2173541	2173554	other
chrY	2404888	2404988	other
chrY	2405775	2411975	other
chrY	2415473	2421673	other
chrY	2422375	2422505	other
chrY	2423783	2423883	other
chrY	2434904	2435104	other
chrY	2436405	2436605	other
chrY	2496120	2496220	other
chrY	2667028	2667128	other
chrY	2829290	2829390	other
chrY	2854073	2859073	other
chrY	2878833	2883833	other
chrY	2886692	2891692	other
chrY	2902230	2907230	other
chrY	2913718	2918718	other
chrY	2935790	2940790	other
chrY	2954430	2959430	other
chrY	2972594	2977594	other
chrY	3011908	3012008	other
chrY	3024026	3024126	other
chrY	3025146	3025246	other
chrY	3026143	3026243	other
chrY	3044454	3044554	other
chrY	3046528	3046628	other
chrY	3056790	3056890	other
chrY	3255043	3255143	other
chrY	3260891	3262891	other
chrY	3284038	3284138	other
chrY	3291605	3293605	other
chrY	3298126	3301826	other
chrY	3303556	3318556	other
chrY	3319442	3323142	other
chrY	3323855	3327555	other
chrY	3328279	3331979	other
chrY	3332699	3336399	other
chrY	3337123	3340823	other
chrY	3341546	3345246	other
chrY	3345950	3349650	other
chrY	3350374	3354074	other
chrY	3354870	3358570	other
chrY	3359286	3362886	other
chrY	3367786	3370886	other
chrY	3371602	3375802	other
chrY	3376984	3377084	other
chrY	3536284	3536384	other
chrY	3560203	3560303	other
chrY	3560504	3561504	other
chrY	3562638	3562738	other
chrY	3565630	3565730	other
chrY	3567184	3567284	other
chrY	3580469	3580569	other
chrY	3581825	3590025	other
chrY	3591385	3595550	other
chrY	3596309	3600474	other
chrY	3641170	3647170	other
chrY	3648134	3648634	other
chrY	3649394	3649494	other
chrY	3652786	3652886	other
chrY	3654376	3654476	other
chrY	3657280	3663280	other
chrY	3664653	3664703	other
chrY	3665041	3665091	other
chrY	3666483	3666583	other
chr2L	21485538	21485638	other
chr2L	22420241	22420341	other
chr2R	4368	4468	other
chr2R	24426	24526	other
chr2R	416884	422884	other
chr2R	748931	749031	other
chr2R	1472350	1472450	other
chr2R	1826183	1826283	other
chr2R	3759567	3759667	other
chr2R	20780707	20780807	other
chr3L	5107766	5114766	other
chr3L	24592984	24593084	other
chr3L	24637105	24637205	other
chr3L	26400914	26401014	other
chr3L	26403999	26406999	other
chr3L	26882321	26936121	other
chr3L	26952525	27006385	other
chr3L	27015779	27015879	other
chr3L	27549160	27549260	other
chr3R	27270	27370	other
chr3R	30824	30924	other
chr3R	44499	50290	other
chr3R	52604	52704	other
chr3R	122625	122725	other
chr3R	168639	168739	other
chr3R	169033	172514	other
chr3R	189145	189245	other
chr3R	268538	268638	other
chr3R	304889	304989	other
chr3R	1461765	1461865	other
chr3R	2409541	2409641	other
chr3R	2446426	2446526	other
chr3R	2488683	2488783	other
chr3R	2492820	2494720	other
chr3R	2498072	2499972	other
chr3R	2515632	2516632	other
chr3R	2519338	2520338	other
chr3R	2522591	2522691	other
chr3R	2527791	2530091	other
chr3R	2536031	2539431	other
chr3R	2543862	2543962	other
chr3R	3033774	3033874	other
chr3R	3169914	3170014	other
chr3R	4009644	4011644	other
chr3R	4012024	4012124	other
chr3R	4174178	4174278	other
chrUn_CP007071v1
chrUn_CP007072v1
chrUn_CP007076v1
chrUn_CP007077v1
chrUn_CP007079v1
chrUn_CP007080v1
chrUn_CP007082v1
chrUn_CP007083v1
chrUn_CP007084v1
chrUn_CP007086v1
chrUn_CP007087v1
chrUn_CP007089v1
chrUn_CP007090v1
chrUn_CP007094v1
chrUn_CP007095v1
chrUn_CP007096v1
chrUn_CP007098v1
chrUn_CP007099v1
chrUn_CP007102v1
chrUn_CP007105v1
chrUn_CP007120v1
chrUn_DS483629v1
chrUn_DS483641v1
chrUn_DS483646v1
chrUn_DS483647v1
chrUn_DS483649v1
chrUn_DS483650v1
chrUn_DS483658v1
chrUn_DS483662v1
chrUn_DS483663v1
chrUn_DS483670v1
chrUn_DS483673v1
chrUn_DS483674v1
chrUn_DS483675v1
chrUn_DS483678v1
chrUn_DS483679v1
chrUn_DS483680v1
chrUn_DS483681v1
chrUn_DS483682v1
chrUn_DS483686v1
chrUn_DS483687v1
chrUn_DS483688v1
chrUn_DS483689v1
chrUn_DS483692v1
chrUn_DS483693v1
chrUn_DS483694v1
chrUn_DS483695v1
chrUn_DS483700v1
chrUn_DS483701v1
chrUn_DS483702v1
chrUn_DS483703v1
chrUn_DS483705v1
chrUn_DS483707v1
chrUn_DS483709v1
chrUn_DS483711v1
chrUn_DS483712v1
chrUn_DS483719v1
chrUn_DS483723v1
chrUn_DS483724v1
chrUn_DS483726v1
chrUn_DS483728v1
chrUn_DS483734v1
chrUn_DS483735v1
chrUn_DS483736v1
chrUn_DS483737v1
chrUn_DS483738v1
chrUn_DS483739v1
chrUn_DS483740v1
chrUn_DS483741v1
chrUn_DS483743v1
chrUn_DS483746v1
chrUn_DS483754v1
chrUn_DS483758v1
chrUn_DS483759v1
chrUn_DS483760v1
chrUn_DS483767v1
chrUn_DS483773v1
chrUn_DS483782v1
chrUn_DS483797v1
chrUn_DS483799v1
chrUn_DS483801v1
chrUn_DS483804v1
chrUn_DS483805v1
chrUn_DS483808v1
chrUn_DS483815v1
chrUn_DS483816v1
chrUn_DS483820v1
chrUn_DS483824v1
chrUn_DS483825v1
chrUn_DS483837v1
chrUn_DS483841v1
chrUn_DS483846v1
chrUn_DS483858v1
chrUn_DS483863v1
chrUn_DS483866v1
chrUn_DS483868v1
chrUn_DS483873v1
chrUn_DS483874v1
chrUn_DS483876v1
chrUn_DS483886v1
chrUn_DS483901v1
chrUn_DS483904v1
chrUn_DS483908v1
chrUn_DS483913v1
chrUn_DS483919v1
chrUn_DS483936v1
chrUn_DS483938v1
chrUn_DS483939v1
chrUn_DS483957v1
chrUn_DS483964v1
chrUn_DS483965v1
chrUn_DS483977v1
chrUn_DS484013v1
chrUn_DS484017v1
chrUn_DS484040v1
chrUn_DS484055v1
chrUn_DS484066v1
chrUn_DS484076v1
chrUn_DS484096v1
chrUn_DS484104v1
chrUn_DS484122v1
chrUn_DS484152v1
chrUn_DS484156v1
chrUn_DS484189v1
chrUn_DS484192v1
chrUn_DS484196v1
chrUn_DS484205v1
chrUn_DS484206v1
chrUn_DS484207v1
chrUn_DS484210v1
chrUn_DS484229v1
chrUn_DS484232v1
chrUn_DS484238v1
chrUn_DS484242v1
chrUn_DS484251v1
chrUn_DS484267v1
chrUn_DS484274v1
chrUn_DS484311v1
chrUn_DS484317v1
chrUn_DS484321v1
chrUn_DS484350v1
chrX_CP007103v1_random
chrX_CP007104v1_random
chrX_DS483648v1_random
chrX_DS483655v1_random
chrX_DS483660v1_random
chrX_DS483665v1_random
chrX_DS483666v1_random
chrX_DS483669v1_random
chrX_DS483685v1_random
chrX_DS483698v1_random
chrX_DS483905v1_random
chrX_DS484002v1_random
chrX_DS484072v1_random
chrX_DS484085v1_random
chrX_DS484088v1_random
chrX_DS484268v1_random
chrX_DS484272v1_random
chrX_DS484293v1_random
chrX_DS484368v1_random
chrY_CP007107v1_random
chrY_CP007108v1_random
chrY_CP007109v1_random
chrY_CP007111v1_random
chrY_CP007112v1_random
chrY_CP007113v1_random
chrY_CP007116v1_random
chrY_CP007118v1_random
chrY_CP007119v1_random
chrY_DS483677v1_random
chrY_DS483690v1_random
chrY_DS483725v1_random
chrY_DS483742v1_random
chrY_DS483778v1_random
chrY_DS483788v1_random
chrY_DS483790v1_random
chrY_DS483959v1_random
chrY_DS483967v1_random
chrY_DS483987v1_random
chrY_DS484043v1_random
chrY_DS484128v1_random
chrY_DS484171v1_random
chrY_DS484197v1_random
chrY_DS484233v1_random
chrY_DS484249v1_random
chrY_DS484266v1_random
