chr1	0	10000	telomere
chr1	248946422	248956422	telomere
chr10	0	10000	telomere
chr10	133787422	133797422	telomere
chr11	0	10000	telomere
chr11	135076622	135086622	telomere
chr12	0	10000	telomere
chr12	133265309	133275309	telomere
chr13	0	10000	telomere
chr13	114354328	114364328	telomere
chr14	0	10000	telomere
chr14	107033718	107043718	telomere
chr15	0	10000	telomere
chr15	101981189	101991189	telomere
chr16	0	10000	telomere
chr16	90328345	90338345	telomere
chr17	0	10000	telomere
chr17	83247441	83257441	telomere
chr18	0	10000	telomere
chr18	80363285	80373285	telomere
chr19	0	10000	telomere
chr19	58607616	58617616	telomere
chr2	0	10000	telomere
chr2	242183529	242193529	telomere
chr20	0	10000	telomere
chr20	64434167	64444167	telomere
chr21	0	10000	telomere
chr21	46699983	46709983	telomere
chr22	0	10000	telomere
chr22	50808468	50818468	telomere
chr3	0	10000	telomere
chr3	198285559	198295559	telomere
chr4	0	10000	telomere
chr4	190204555	190214555	telomere
chr5	0	10000	telomere
chr5	181528259	181538259	telomere
chr6	0	10000	telomere
chr6	170795979	170805979	telomere
chr7	0	10000	telomere
chr7	159335973	159345973	telomere
chr8	0	10000	telomere
chr8	145128636	145138636	telomere
chr9	0	10000	telomere
chr9	138384717	138394717	telomere
chrX	0	10000	telomere
chrX	156030895	156040895	telomere
chrY	0	10000	telomere
chrY	57217415	57227415	telomere
1	0	10000	telomere
1	248946422	248956422	telomere
10	0	10000	telomere
10	133787422	133797422	telomere
11	0	10000	telomere
11	135076622	135086622	telomere
12	0	10000	telomere
12	133265309	133275309	telomere
13	0	10000	telomere
13	114354328	114364328	telomere
14	0	10000	telomere
14	107033718	107043718	telomere
15	0	10000	telomere
15	101981189	101991189	telomere
16	0	10000	telomere
16	90328345	90338345	telomere
17	0	10000	telomere
17	83247441	83257441	telomere
18	0	10000	telomere
18	80363285	80373285	telomere
19	0	10000	telomere
19	58607616	58617616	telomere
2	0	10000	telomere
2	242183529	242193529	telomere
20	0	10000	telomere
20	64434167	64444167	telomere
21	0	10000	telomere
21	46699983	46709983	telomere
22	0	10000	telomere
22	50808468	50818468	telomere
3	0	10000	telomere
3	198285559	198295559	telomere
4	0	10000	telomere
4	190204555	190214555	telomere
5	0	10000	telomere
5	181528259	181538259	telomere
6	0	10000	telomere
6	170795979	170805979	telomere
7	0	10000	telomere
7	159335973	159345973	telomere
8	0	10000	telomere
8	145128636	145138636	telomere
9	0	10000	telomere
9	138384717	138394717	telomere
X	0	10000	telomere
X	156030895	156040895	telomere
Y	0	10000	telomere
Y	57217415	57227415	telomere
chr1	125184587	143184587	heterochromatin
chr11	50871348	51078348	heterochromatin
chr13	18051248	18071248	heterochromatin
chr16	38280682	46280682	heterochromatin
chr19	24448980	24498980	heterochromatin
chr19	27190874	27240874	heterochromatin
chr2	90402511	91402511	heterochromatin
chr21	10814560	10864560	heterochromatin
chr7	62456779	62506779	heterochromatin
chr9	45518558	60518558	heterochromatin
chrY	26673214	56673214	heterochromatin
1	125184587	143184587	heterochromatin
11	50871348	51078348	heterochromatin
13	18051248	18071248	heterochromatin
16	38280682	46280682	heterochromatin
19	24448980	24498980	heterochromatin
19	27190874	27240874	heterochromatin
2	90402511	91402511	heterochromatin
21	10814560	10864560	heterochromatin
7	62456779	62506779	heterochromatin
9	45518558	60518558	heterochromatin
