chr1	121405145	121406286
chr1	121619169	121788213
chr1	121790362	126838321
chr1	126840458	126848989
chr1	126877724	126880325
chr1	126907665	127715077
chr1	127754463	127760085
chr1	127766517	127775625
chr1	127800809	127804664
chr1	127807588	127809727
chr1	127862755	127864134
chr1	127881255	127883385
chr1	127895876	127898505
chr1	128009850	128783775
chr1	128800795	128803475
chr1	128837036	128837233
chr1	128876917	128901447
chr1	128920455	128923144
chr1	128947979	128950883
chr1	128984411	128987091
chr1	129004109	142242033
chr1	142280930	142286351
chr1	142307777	142310837
chr1	142569057	142570746
chr1	142610609	142613454
chr1	143148263	143150141
chr1	143423529	143424993
chr1	143742419	143743494
chr1	144007117	144008994
chr2	87403406	87443522
chr2	89350757	89383323
chr2	89384883	89417214
chr2	89421410	89422078
chr2	89685523	89695350
chr2	89725009	89763207
chr2	89782161	89785482
chr2	89819164	89821733
chr2	89838797	89862611
chr2	89879677	89882246
chr2	89915927	89919206
chr2	89937668	90016776
chr2	90319374	90320019
chr2	90324213	90396446
chr2	90843357	90909680
chr2	90933822	90937262
chr2	90970871	90972985
chr2	90991502	91610549
chr2	91627604	91630167
chr2	91663683	91666107
chr2	91690660	91709494
chr2	91998568	92000142
chr2	92202030	92202605
chr2	92232005	92233600
chr2	92260924	92263505
chr2	92267959	94695067
chr2	94778753	94779490
chr2	94812952	94815263
chr2	94832368	94863780
chr2	94880912	94883222
chr2	94916691	94917678
chr2	95001216	95077539
chr2	95265161	95270866
chr2	95294883	95296231
chr2	95403721	95405500
chr2	95408477	95412316
chr2	96049774	96052330
chr2	96402192	96449090
chr2	96495379	96498974
chr2	97694089	97724161
chr2	97772254	97776878
chr2	97945141	97949797
chr2	98345037	98345164
chr3	90339372	91480350
chr3	91711537	95544065
chr3	95655243	95657915
chr3	95661511	95662879
chr3	95716208	95718346
chr3	95721267	95725109
chr3	95750269	96498140
chr4	49050159	49115450
chr4	49155675	49160250
chr4	49171867	49173971
chr4	49194113	49195479
chr4	49205774	49209483
chr4	49233320	49294583
chr4	49318851	49322560
chr4	49325506	49327634
chr4	49380739	49382104
chr4	49399243	49401356
chr4	49413839	49418975
chr4	49529314	55303192
chr4	55305874	55308679
chr4	57435218	57435402
chr5	46161727	50449725
chr5	50455749	50962194
chr5	50968285	51082874
chr6	57216843	57217093
chr6	58079100	58104742
chr6	58243294	61413505
chr6	61451010	61451319
chr6	62162096	62211469
chr6	62446529	62665581
chr7	55900922	55908176
chr7	56524205	56610877
chr7	56837850	56844478
chr7	56885066	56896173
chr7	57035476	57070032
chr7	57380900	57385900
chr7	57424468	57426315
chr7	57459471	57465066
chr7	57728534	57741655
chr7	57996168	58022004
chr7	58062065	58068162
chr7	58081410	58084542
chr7	58112421	58113868
chr7	58123902	58311534
chr7	58328698	58331512
chr7	58348140	58567598
chr7	58582813	58585318
chr7	58623017	58624388
chr7	58659281	58662419
chr7	58679328	58830584
chr7	58846986	58849451
chr7	58903415	58905880
chr7	58922280	59079941
chr7	59096852	59099991
chr7	59134896	59136267
chr7	59164521	59172178
chr7	59200132	59242825
chr7	59262993	59269000
chr7	59285737	59305753
chr7	59332271	59355975
chr7	59372014	59374580
chr7	59398555	59610435
chr7	59612912	59834354
chr7	59857463	59913529
chr7	59940284	59941196
chr7	59975939	59978660
chr7	59994276	60023596
chr7	60041899	64188435
chr7	64944661	64983133
chr7	65232468	65239767
chr7	65433709	65440849
chr7	65446687	65451678
chr7	65489525	65509466
chr7	65576080	65592231
chr7	65600065	65609606
chr7	65806253	65867365
chr7	66074162	66091336
chr7	66697029	66709007
chr8	43506737	43516671
chr8	43785457	43786545
chr8	43808924	43815721
chr8	43818992	43825494
chr8	43835447	46406289
chr8	46423659	46642146
chr8	46650160	46656000
chr8	46663188	46920436
chr8	47010177	47027325
chr8	47153542	47157489
chr8	47189719	47202994
chr8	47215034	47240294
chr8	47257084	47269175
chr8	47378771	47379607
chr8	48460321	48466602
chr9	40119875	40135523
chr9	40305572	40306924
chr9	40336426	40342038
chr9	40539564	40552955
chr9	40573469	40581494
chr9	40628581	40629900
chr9	40759844	40765269
chr9	41592381	41594116
chr9	41642076	41651174
chr9	41934694	41951669
chr9	42056641	42062088
chr9	42175804	42190907
chr9	42363429	42408618
chr9	42411678	42483349
chr9	42612328	42616459
chr9	42646395	42648005
chr9	42695084	42700393
chr9	42723519	42757830
chr9	42955467	42961085
chr9	42990598	42991952
chr9	43193890	43199183
chr9	43249506	43251239
chr9	44473333	44474692
chr9	44498993	44504623
chr9	44705245	44775912
chr9	44799160	44812876
chr9	44864060	44865067
chr9	44892269	44895482
chr9	44899868	47638225
chr9	47737183	47742620
chr9	47841420	47857072
chr9	48141209	48150354
chr9	48303506	48305237
chr9	48354751	48383622
chr9	48476973	76694047
chr9	76804204	76809962
chr9	76823087	76825316
chr9	76845482	76846837
chr9	76939407	76941461
chr9	76944375	76948224
chr9	76972369	76977867
chr9	77041361	77058678
chr9	77232488	77240220
chr9	77247054	77276265
chr9	77279322	77282899
chr9	77289240	77348106
chr9	77476784	77481008
chr9	77510924	77513280
chr9	77560408	77569867
chr9	77599464	77605320
chr9	77804649	77805738
chr9	77854633	77855225
chr9	78025024	78040719
chr9	79450913	79452644
chr9	79500659	79509797
chr9	79709306	79710650
chr9	79740134	79746250
chr9	79941019	79946750
chr9	79969508	79984161
chr9	80031273	80033619
chr9	80163515	80168936
chr9	80367431	80372855
chr9	80485822	80500930
chr9	81268901	81269165
chr10	38527422	38654452
chr10	38658855	38659959
chr10	38797521	38806963
chr10	38843946	38989004
chr10	39010294	39011571
chr10	39037052	39038528
chr10	39068402	41933458
chr10	41935290	42982864
chr10	42987255	42990929
chr10	43025928	43028494
chr10	43042055	43048390
chr10	43053137	43055549
chr10	43103506	43106378
chr10	43172682	43200504
chr10	43442772	43443011
chr11	48819609	49118925
chr11	50290423	50295963
chr11	50477709	50480166
chr11	50537299	54487965
chr11	54681429	55197726
chr11	55212211	55216869
chr12	30997656	31000798
chr12	34085570	34085868
chr12	34087287	34087435
chr12	34088798	34089596
chr12	34156787	37376020
chr12	37474257	37500838
chr12	37548352	37997178
chr12	38101271	38113553
chr12	38541490	38541929
chr13	0	5152650
chr13	5264112	5266737
chr13	5270328	5271696
chr13	5325025	5327159
chr13	5330083	5333927
chr13	5338346	5358151
chr13	5369400	5424523
chr13	5448211	5450627
chr13	5455783	5467957
chr13	5638362	5650823
chr13	5770548	9356166
chr13	9389035	9405275
chr13	9429676	9433528
chr13	9436457	9438504
chr13	9594120	9891532
chr13	9940993	9967744
chr13	10154534	10157059
chr13	10165986	10407295
chr13	10425695	10428614
chr13	10451876	10469104
chr13	10479035	10480398
chr13	10497523	10499652
chr13	10512131	10769666
chr13	10961021	10970443
chr13	10987609	10989461
chr13	11021233	11023216
chr13	11048571	11049299
chr13	11070649	11490233
chr13	11615705	11621148
chr13	11700049	11709200
chr13	11737545	11948431
chr13	12068771	12070712
chr13	12084441	12085439
chr13	12301366	12440010
chr13	12718342	12735050
chr13	12836659	12842110
chr13	12968162	13410442
chr13	13433611	13434116
chr13	13444402	13444624
chr13	13694067	13700989
chr13	13923837	17576696
chr13	17710409	17720072
chr13	17959655	17960517
chr13	18004818	18005403
chr13	18137682	18139572
chr13	20484601	20485259
chr14	0	225617
chr14	230957	234807
chr14	260746	632814
chr14	740363	1453417
chr14	1565957	1567205
chr14	1570796	1572164
chr14	1625478	1627614
chr14	1630538	1634388
chr14	1658892	1665185
chr14	1682156	1755893
chr14	1779757	1782280
chr14	1787439	1799664
chr14	1969079	1981517
chr14	2099537	2825763
chr14	2860329	2876512
chr14	2900972	2904824
chr14	2907757	2909807
chr14	2955856	2962147
chr14	3069165	3371795
chr14	3421271	3448003
chr14	3616871	3903531
chr14	3943532	3948059
chr14	3959672	3961776
chr14	3981870	3983236
chr14	3993446	3996350
chr14	4020781	4035909
chr14	4086229	4358753
chr14	4374370	4377796
